unique sample ID or species Name,Which image file (or paper for modern),which object number,Which slide in the powerpoint,KPg. 66.04; Modern=0,type name
SampleID,Image,ObjNum,SlideNum,Age,Type
ODP-886C-NP012-24-7H-2W-95-98cm_N1of1_z200x_2D,ODP-886C-NP012-24-7H-2W-95-98cm_N1of1_z200x_2D_obj0001,1,2,10.73003,Five Thin Ridged Fan
ODP-886C-NP017-34-7H-2W-145-148cm_N1of1_z200x_2d,ODP-886C-NP017-34-7H-2W-145-148cm_N1of1_z200x_2d_obj0001,1,3,10.960438,Asymmetrical Kite with Oval Center
ODP-886C-NP018-35-7H-3W-5-8cm_N1of1_z200x_2d,ODP-886C-NP018-35-7H-3W-5-8cm_N1of1_z200x_2d_obj0001,1,4,11.005616,Smooth
ODP-886C-NP021-41-7H-3W-35-38cm_N1of1_z200x_2d,ODP-886C-NP021-41-7H-3W-35-38cm_N1of1_z200x_2d_obj0001,1,5,11.142071,GenLin
ODP-886C-NP021-42-7H-3W-40-43cm_N1of1_z200x_2d,ODP-886C-NP021-42-7H-3W-40-43cm_N1of1_z200x_2d_obj0001,1,6,11.165643,Trident
ODP-886C-NP024-47-7H-3W-65-68cm_N1of1_z200x_2d,ODP-886C-NP024-47-7H-3W-65-68cm_N1of1_z200x_2d_obj0001,1,7,11.300326,Trident
ODP-886C-NP024-47-7H-3W-65-68cm_N1of1_z200x_2d,ODP-886C-NP024-47-7H-3W-65-68cm_N1of1_z200x_2d_obj0002,2,7,11.300326,Chubby Trident
ODP-886C-NP025-49-7H-3W-75-78cm_N1of1_z200x_2d,ODP-886C-NP025-49-7H-3W-75-78cm_N1of1_z200x_2d_obj0001,1,8,11.380761,Trident
ODP-886C-NP025-50-7H-3W-80-83cm_N1of1_z200x_2d,ODP-886C-NP025-50-7H-3W-80-83cm_N1of1_z200x_2d_obj0001,1,9,11.420978,Trident
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00004_edf,4,1,22.3102,GenGeo
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00005_edf,5,15,22.3102,z
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00006_edf,6,15,22.3102,z
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00007_edf,7,15,22.3102,z
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00008_edf,8,17,22.3102,z
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00011_edf,11,2,22.3102,Five Ridged Linear Fan
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00012_edf,12,2,22.3102,Five Thin Ridged Fan
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00013_edf,13,2,22.3102,GenLin
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00014_edf,14,3,22.3102,Lopsided Trident
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00015_edf,15,3,22.3102,Five Thin Ridged Fan
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00016_edf,16,3,22.3102,Trident
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00017_edf,17,3,22.3102,Big Three Ridge
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00018_edf,18,4,22.3102,Llama
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00019_edf,19,4,22.3102,Five Ridged Linear Fan
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00020_edf,20,4,22.3102,GenLin
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00021_edf,21,4,22.3102,Five Ridged Linear Fan
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00022_edf,22,5,22.3102,Square Kite with Nodules
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00023_edf,23,5,22.3102,Asymmetrical Kite with Oval Center
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00024_edf,24,5,22.3102,GenGeo
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00025_edf,25,5,22.3102,Square Kite with Nodules
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00026_edf,26,6,22.3102,Kite-Like
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00027_edf,27,6,22.3102,Sharp Kite
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00028_edf,28,6,22.3102,Sharp Kite
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00029_edf,29,6,22.3102,Big Three Ridge
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00030_edf,30,7,22.3102,GenGeo
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00031_edf,31,7,22.3102,Four Ridged Linear Fan
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00032_edf,32,7,22.3102,Five Thin Ridged Fan
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00033_edf,33,7,22.3102,Angular Edged Arrowhead
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00034_edf,34,22,22.3102,GenGeo
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00035_edf,35,8,22.3102,GenGeo
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00036_edf,36,8,22.3102,GenLin
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00037_edf,37,22,22.3102,GenLin
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00038_edf,38,23,22.3102,z
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00039_edf,39,23,22.3102,z
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00040_edf,40,9,22.3102,Square Kite with Nodules
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00041_edf,41,9,22.3102,GenLin
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00042_edf,42,10,22.3102,Raised Dimple
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00043_edf,43,10,22.3102,Many Celled
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00044_edf,44,10,22.3102,Many Ridged Linear Fan
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00045_edf,45,10,22.3102,Branching Fragment
ODP-886-060-7H-3W-130-133cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-060-7H-3W-130-133cm-g106_obj00046_edf,46,10,22.3102,Kite-Like
ODP-886-065-7H-4W-10-13cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-065-7H-4W-10-13cm-g106_obj00001_edf,1,18,23.1142,Kite-Like
ODP-886-065-7H-4W-10-13cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-065-7H-4W-10-13cm-g106_obj00002_edf,2,18,23.1142,Square Kite with Nodules
ODP-886-065-7H-4W-10-13cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-065-7H-4W-10-13cm-g106_obj00003_edf,3,18,23.1142,Cruciform Fragment
ODP-886-065-7H-4W-10-13cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-065-7H-4W-10-13cm-g106_obj00004_edf,4,18,23.1142,Branching Fragment
ODP-886-065-7H-4W-10-13cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-065-7H-4W-10-13cm-g106_obj00005_edf,5,19,23.1142,Lobular Trident
ODP-886-065-7H-4W-10-13cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-065-7H-4W-10-13cm-g106_obj00006_edf,6,19,23.1142,GenLin
ODP-886-065-7H-4W-10-13cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-065-7H-4W-10-13cm-g106_obj00007_edf,7,19,23.1142,Ridged Circle
ODP-886-065-7H-4W-10-13cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-065-7H-4W-10-13cm-g106_obj00008_edf,8,19,23.1142,Sharp Kite
ODP-886-065-7H-4W-10-13cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-065-7H-4W-10-13cm-g106_obj00009_edf,9,20,23.1142,Trident
ODP-886-065-7H-4W-10-13cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-065-7H-4W-10-13cm-g106_obj00010_edf,10,20,23.1142,Arrowhead
ODP-886-065-7H-4W-10-13cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-065-7H-4W-10-13cm-g106_obj00011_edf,11,20,23.1142,GenLin
ODP-886-065-7H-4W-10-13cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-065-7H-4W-10-13cm-g106_obj00012_edf,12,20,23.1142,Branching Fragment
ODP-886-065-7H-4W-10-13cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-065-7H-4W-10-13cm-g106_obj00013_edf,13,21,23.1142,Branching Fragment
ODP-886-065-7H-4W-10-13cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-065-7H-4W-10-13cm-g106_obj00014_edf,14,21,23.1142,Generic Single Dimpled Complex Polygon
ODP-886-065-7H-4W-10-13cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-065-7H-4W-10-13cm-g106_obj00015_edf,15,21,23.1142,GenGeo
ODP-886-065-7H-4W-10-13cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-065-7H-4W-10-13cm-g106_obj00016_edf,16,35,23.1142,GenLin
ODP-886-065-7H-4W-10-13cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-065-7H-4W-10-13cm-g106_obj00017_edf,17,22,23.1142,Sharp Kite
ODP-886-065-7H-4W-10-13cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-065-7H-4W-10-13cm-g106_obj00018_edf,18,22,23.1142,Raised Dimple
ODP-886-065-7H-4W-10-13cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-065-7H-4W-10-13cm-g106_obj00019_edf,19,22,23.1142,GenLin
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00001_edf,1,33,23.7842,Generic Kite
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00002_edf,2,33,23.7842,Branching and Flared Chunk
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00003_edf,3,33,23.7842,Sharp Kite
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00004_edf,4,33,23.7842,Kite-Like
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00005_edf,5,34,23.7842,Generic Kite
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00006_edf,6,34,23.7842,Kite-Like
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00007_edf,7,34,23.7842,Asymmetrical Kite with Oval Center
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00008_edf,8,34,23.7842,Generic Kite
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00009_edf,9,35,23.7842,Generic Kite
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00010_edf,10,35,23.7842,Kite-Like
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00011_edf,11,35,23.7842,Kite-Like
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00012_edf,12,35,23.7842,Big Three Ridge
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00013_edf,13,36,23.7842,Generic Single Dimpled Complex Polygon
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00014_edf,14,36,23.7842,Stretched Bilateral Single Ridged
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00015_edf,15,36,23.7842,GenLin
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00016_edf,16,36,23.7842,Cruciform Fragment
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00017_edf,17,37,23.7842,Many Celled Central Complex Polygon
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00018_edf,18,37,23.7842,Bilateral Single Ridged
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00019_edf,19,51,23.7842,z
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00020_edf,20,37,23.7842,GenLin
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00021_edf,21,38,23.7842,Bilateral Polygon
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00022_edf,22,38,23.7842,Five Ridged Linear Fan
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00023_edf,23,38,23.7842,Troughed Diamond
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00024_edf,24,38,23.7842,Many Ridged Linear Fan
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00025_edf,25,53,23.7842,GenLin
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00026_edf,26,39,23.7842,GenLin
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00027_edf,27,53,23.7842,GenLin
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00028_edf,28,39,23.7842,GenLin
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00029_edf,29,40,23.7842,Raised Dimple
ODP-886-070-7H-4W-35-38cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-070-7H-4W-35-38cm-g106_obj00030_edf,30,54,23.7842,GenLin
ODP-886-075-7H-4W-60-63cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-075-7H-4W-60-63cm-g106_obj00001_edf,1,41,24.4542,Generic Kite
ODP-886-075-7H-4W-60-63cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-075-7H-4W-60-63cm-g106_obj00002_edf,2,41,24.4542,Generic Single Dimpled Complex Polygon
ODP-886-075-7H-4W-60-63cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-075-7H-4W-60-63cm-g106_obj00003_edf,3,41,24.4542,Many Ridged Linear Fan
ODP-886-075-7H-4W-60-63cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-075-7H-4W-60-63cm-g106_obj00004_edf,4,42,24.4542,GenGeo
ODP-886-075-7H-4W-60-63cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-075-7H-4W-60-63cm-g106_obj00005_edf,5,42,24.4542,Many Celled Central Complex Polygon
ODP-886-075-7H-4W-60-63cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-075-7H-4W-60-63cm-g106_obj00006_edf,6,42,24.4542,Generic Kite
