unique sample ID or species Name,Which image file (or paper for modern),which object number,Which slide in the powerpoint,KPg. 66.04; Modern=0,type name
ODP-886-125-7H-6W-30-33cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-125-7H-6W-30-33cm-g106_obj00017_edf,17,123,31.6702,Raised Dimple
ODP-886-125-7H-6W-30-33cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-125-7H-6W-30-33cm-g106_obj00018_edf,18,137,31.6702,GenLin
ODP-886-125-7H-6W-30-33cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-125-7H-6W-30-33cm-g106_obj00019_edf,19,137,31.6702,z
ODP-886-125-7H-6W-30-33cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-125-7H-6W-30-33cm-g106_obj00020_edf,20,123,31.6702,Trident
ODP-886-125-7H-6W-30-33cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-125-7H-6W-30-33cm-g106_obj00020.5_edf,20.5,138,31.6702,z
ODP-886-125-7H-6W-30-33cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-125-7H-6W-30-33cm-g106_obj00021_edf,21,138,31.6702,GenLin
ODP-886-125-7H-6W-30-33cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-125-7H-6W-30-33cm-g106_obj00022_edf,22,138,31.6702,z
ODP-886-125-7H-6W-30-33cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-125-7H-6W-30-33cm-g106_obj00023_edf,23,124,31.6702,Five Ridged Linear Fan
ODP-886-125-7H-6W-30-33cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-125-7H-6W-30-33cm-g106_obj00024_edf,24,139,31.6702,z
ODP-886-125-7H-6W-30-33cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-125-7H-6W-30-33cm-g106_obj00025_edf,25,139,31.6702,GenLin
ODP-886-125-7H-6W-30-33cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-125-7H-6W-30-33cm-g106_obj00026_edf,26,125,31.6702,Trident
ODP-886-125-7H-6W-30-33cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-125-7H-6W-30-33cm-g106_obj00027_edf,27,125,31.6702,Generic Single Dimpled Complex Polygon
ODP-886-125-7H-6W-30-33cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-125-7H-6W-30-33cm-g106_obj00028_edf,28,126,31.6702,Cruciform Fragment
ODP-886-125-7H-6W-30-33cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-125-7H-6W-30-33cm-g106_obj00029_edf,29,140,31.6702,Generic Single Dimpled Complex Polygon
ODP-886-125-7H-6W-30-33cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-125-7H-6W-30-33cm-g106_obj00030_edf,30,140,31.6702,z
ODP-886-125-7H-6W-30-33cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-125-7H-6W-30-33cm-g106_obj00031_edf,31,141,31.6702,GenLin
ODP-886-125-7H-6W-30-33cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-125-7H-6W-30-33cm-g106_obj00032_edf,32,127,31.6702,Skinny Pear Shaped Wedge
ODP-886-125-7H-6W-30-33cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-125-7H-6W-30-33cm-g106_obj00033_edf,33,141,31.6702,z
ODP-886-125-7H-6W-30-33cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-125-7H-6W-30-33cm-g106_obj00034_edf,34,141,31.6702,z
ODP-886-125-7H-6W-30-33cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-125-7H-6W-30-33cm-g106_obj00035_edf,35,141,31.6702,GenLin
ODP-886-130-7H-6W-55-58cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-130-7H-6W-55-58cm-g106_obj00001_edf,1,142,32.3402,GenLin
ODP-886-130-7H-6W-55-58cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-130-7H-6W-55-58cm-g106_obj00002_edf,2,142,32.3402,GenLin
ODP-886-130-7H-6W-55-58cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-130-7H-6W-55-58cm-g106_obj00003_edf,3,142,32.3402,z
ODP-886-130-7H-6W-55-58cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-130-7H-6W-55-58cm-g106_obj00004_edf,4,128,32.3402,Trident
ODP-886-130-7H-6W-55-58cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-130-7H-6W-55-58cm-g106_obj00005_edf,5,143,32.3402,z
ODP-886-130-7H-6W-55-58cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-130-7H-6W-55-58cm-g106_obj00006_edf,6,143,32.3402,GenGeo
ODP-886-130-7H-6W-55-58cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-130-7H-6W-55-58cm-g106_obj00007_edf,7,129,32.3402,Generic Single Dimpled Complex Polygon
ODP-886-130-7H-6W-55-58cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-130-7H-6W-55-58cm-g106_obj00008_edf,8,129,32.3402,Trident
ODP-886-130-7H-6W-55-58cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-130-7H-6W-55-58cm-g106_obj00009_edf,9,144,32.3402,z
ODP-886-130-7H-6W-55-58cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-130-7H-6W-55-58cm-g106_obj00010_edf,10,144,32.3402,GenLin
ODP-886-130-7H-6W-55-58cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-130-7H-6W-55-58cm-g106_obj00011_edf,11,144,32.3402,z
ODP-886-130-7H-6W-55-58cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-130-7H-6W-55-58cm-g106_obj00012_edf,12,130,32.3402,Shallow Ridged Wide Crown
ODP-886-130-7H-6W-55-58cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-130-7H-6W-55-58cm-g106_obj00013_edf,13,131,32.3402,Generic Single Dimpled Complex Polygon
ODP-886-130-7H-6W-55-58cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-130-7H-6W-55-58cm-g106_obj00014_edf,14,145,32.3402,GenLin
ODP-886-130-7H-6W-55-58cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-130-7H-6W-55-58cm-g106_obj00015_edf,15,145,32.3402,z
ODP-886-130-7H-6W-55-58cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-130-7H-6W-55-58cm-g106_obj00016_edf,16,131,32.3402,Central Ridged Triangle
ODP-886-130-7H-6W-55-58cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-130-7H-6W-55-58cm-g106_obj00017_edf,17,146,32.3402,GenLin
ODP-886-130-7H-6W-55-58cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-130-7H-6W-55-58cm-g106_obj00018_edf,18,146,32.3402,GenLin
ODP-886-130-7H-6W-55-58cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-130-7H-6W-55-58cm-g106_obj00019_edf,19,132,32.3402,Smooth
ODP-886-130-7H-6W-55-58cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-130-7H-6W-55-58cm-g106_obj00020_edf,20,132,32.3402,Generic Single Dimpled Complex Polygon
ODP-886-130-7H-6W-55-58cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-130-7H-6W-55-58cm-g106_obj00021_edf,21,147,32.3402,GenLin
ODP-886-130-7H-6W-55-58cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-130-7H-6W-55-58cm-g106_obj00022_edf,22,133,32.3402,Many Ridged Linear Fan
ODP-886-130-7H-6W-55-58cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-130-7H-6W-55-58cm-g106_obj00023_edf,23,133,32.3402,Many Celled Central Complex Polygon
ODP-886-130-7H-6W-55-58cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-130-7H-6W-55-58cm-g106_obj00024_edf,24,133,32.3402,GenLin
ODP-886-130-7H-6W-55-58cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-130-7H-6W-55-58cm-g106_obj00025_edf,25,147,32.3402,GenLin
ODP-886-135-7H-6W-80-83cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-135-7H-6W-80-83cm-g106_obj00003_edf,3,134,33.0102,GenLin
ODP-886-135-7H-6W-80-83cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-135-7H-6W-80-83cm-g106_obj00004_edf,4,134,33.0102,GenLin
ODP-886-135-7H-6W-80-83cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-135-7H-6W-80-83cm-g106_obj00005_edf,5,134,33.0102,GenLin
ODP-886-135-7H-6W-80-83cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-135-7H-6W-80-83cm-g106_obj00006_edf,6,134,33.0102,Extra Nubbed Trident
ODP-886-135-7H-6W-80-83cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-135-7H-6W-80-83cm-g106_obj00007_edf,7,135,33.0102,GenLin
ODP-886-135-7H-6W-80-83cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-135-7H-6W-80-83cm-g106_obj00008_edf,8,135,33.0102,GenLin
ODP-886-135-7H-6W-80-83cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-135-7H-6W-80-83cm-g106_obj00009_edf,9,135,33.0102,GenGeo
ODP-886-135-7H-6W-80-83cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-135-7H-6W-80-83cm-g106_obj00010_edf,10,135,33.0102,Trident
ODP-886-135-7H-6W-80-83cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-135-7H-6W-80-83cm-g106_obj00011_edf,11,150,33.0102,GenLin
ODP-886-135-7H-6W-80-83cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-135-7H-6W-80-83cm-g106_obj00012_edf,12,150,33.0102,z
ODP-886-135-7H-6W-80-83cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-135-7H-6W-80-83cm-g106_obj00013_edf,13,136,33.0102,Generic Kite
ODP-886-135-7H-6W-80-83cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-135-7H-6W-80-83cm-g106_obj00014_edf,14,136,33.0102,Smooth
ODP-886-135-7H-6W-80-83cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-135-7H-6W-80-83cm-g106_obj00015_edf,15,137,33.0102,Bilateral Single Ridged Arrowhead
ODP-886-135-7H-6W-80-83cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-135-7H-6W-80-83cm-g106_obj00016_edf,16,151,33.0102,GenLin
ODP-886-135-7H-6W-80-83cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-135-7H-6W-80-83cm-g106_obj00017_edf,17,137,33.0102,Five Ridged Linear Fan
ODP-886-135-7H-6W-80-83cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-135-7H-6W-80-83cm-g106_obj00018_edf,18,137,33.0102,GenLin
ODP-886-135-7H-6W-80-83cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-135-7H-6W-80-83cm-g106_obj00020_edf,20,138,33.0102,Trident
ODP-886-135-7H-6W-80-83cm-g106_Hwell_N2of2_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-135-7H-6W-80-83cm-g106_obj00021_edf,21,138,33.0102,GenLin
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00001_edf,1,153,35.66296,z
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00002_edf,2,139,35.66296,GenLin
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00003_edf,3,153,35.66296,z
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00004_edf,4,139,35.66296,Sharp Kite
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00005_edf,5,140,35.66296,Single Dimpled Hexagon
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00006_edf,6,140,35.66296,Bilateral Fan
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00007_edf,7,140,35.66296,Extra Nubbed Trident
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00008_edf,8,154,35.66296,GenGeo
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00009_edf,9,141,35.66296,Trident
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00010_edf,10,141,35.66296,Smooth
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00011_edf,11,155,35.66296,z
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00012_edf,12,141,35.66296,Square Kite with Nodules
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00013_edf,13,156,35.66296,GenLin
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00014_edf,14,142,35.66296,Square Kite with Nodules
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00015_edf,15,156,35.66296,z
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00016_edf,16,142,35.66296,Square Kite with Nodules
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00017_edf,17,157,35.66296,z
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00018_edf,18,143,35.66296,Cruciform Fragment
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00019_edf,19,143,35.66296,Many Celled Central Complex Polygon
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00020_edf,20,157,35.66296,z
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00021_edf,21,144,35.66296,Trident
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00022_edf,22,144,35.66296,Five Ridged Linear Fan
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00023_edf,23,144,35.66296,GenLin
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00024_edf,24,144,35.66296,GenLin
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00025_edf,25,145,35.66296,GenLin
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00026_edf,26,145,35.66296,Five Ridged Linear Fan
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00027_edf,27,159,35.66296,z
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00028_edf,28,145,35.66296,Sharp Kite
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00029_edf,29,146,35.66296,Minnie Indented Shell
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00030_edf,30,146,35.66296,Five Ridged Linear Fan
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00031_edf,31,146,35.66296,Many Ridged Linear Fan
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00032_edf,32,146,35.66296,Trident
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00033_edf,33,161,35.66296,z
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00034_edf,34,147,35.66296,Five Ridged Linear Fan
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00035_edf,35,147,35.66296,Branching Fragment
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00036_edf,36,147,35.66296,Skinny Pear Shaped Wedge
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00037_edf,37,162,35.66296,GenLin
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00038_edf,38,148,35.66296,Generic Single Dimpled Complex Polygon
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00039_edf,39,148,35.66296,Trident
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00040_edf,40,148,35.66296,GenLin
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00041_edf,41,163,35.66296,z
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00042_edf,42,149,35.66296,Generic Kite
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00043_edf,43,149,35.66296,Generic Single Dimpled Complex Polygon
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00044_edf,44,149,35.66296,GenLin
ODP-886-140-7H-6W-105-108cm-g106_Hwell_N2of3_Mcompound_Oflat_I1_TzEDF-0_X5,ODP-886-140-7H-6W-105-108cm-g106_obj00045_edf,45,149,35.66296,GenGeo
